# form	track	verbal-weight	nominal-weight — tools/tracks.py
# for entries with no part of speech. An entry not listed here keeps
# both tracks, because the books do not say which one it is on.
кеңсай	n	5	44
қараүлек	n	13	26
нұртаза	n	0	37
сарыөзек	n	2	31
натура	n	2	38
сережа	n	0	32
ашина	n	0	21
боқай	n	7	22
павловна	n	0	23
дәуітбай	n	2	22
приказчик	n	2	17
успенский	n	0	15
мақан	n	5	14
өтесінов	n	7	26
ерзакович	n	0	10
эксплуатация	n	0	11
насреддин	n	0	2
хүкімет	n	11	66
кельт	n	0	39
балх	n	6	28
қызылсай	n	2	39
жаманқара	n	2	20
саксон	n	0	21
жолымбет	n	0	32
кляшторный	n	0	10
алмайтұғын	n	0	4
культі	n	0	38
дионис	n	5	50
бородин	n	9	29
гуля	n	0	18
тұщықұдық	n	0	23
қарадомалақ	n	0	11
кубань	n	3	13
ташауыз	n	0	17
хора	n	0	8
өзбекқалиев	n	5	17
бекович	n	3	5
жетпісбай	n	3	7
келге	n	313	1453
бесқала	n	0	86
флоренция	n	0	50
бетбақ	n	11	26
азиат	n	5	53
алқаш	n	3	24
деспот	n	5	80
үйренбек	n	2	16
алеша	n	0	19
ассирия	n	0	48
страбон	n	2	14
күлімкөз	n	2	11
шаймерден	n	4	15
спираль	n	4	12
бекмырза	n	0	11
конфискация	n	0	11
повестка	n	0	9
федоровна	n	0	10
афанасий	n	4	6
файзолла	n	0	8
сөй	n	7	1090
семит	n	0	44
пантеон	n	4	45
көкөзек	n	4	43
троя	n	0	51
көкшолақ	n	12	29
мәрзия	n	2	36
баркөл	n	4	28
келдібек	n	3	28
заратуштра	n	0	28
ататүрік	n	3	22
мырзашөл	n	3	16
япония	n	0	17
есенғұл	n	0	16
сарыауыз	n	0	12
поволжье	n	0	8
қарамандыбас	n	0	13
ғүрып	n	7	43
аңшыбай	n	7	42
маңғұл	n	2	30
афрасиаб	n	10	31
месопотамия	n	0	40
тілла	n	0	29
марқакөл	n	7	31
шаһнама	n	8	34
қарағұл	n	6	25
обоз	n	10	27
жанкелдин	n	4	24
сүйінқара	n	0	24
геракл	n	8	35
ұлықпан	n	3	6
тұрағұл	n	3	16
көшербай	n	2	15
бекарыстан	n	2	10
крупская	n	0	10
сәрсекеев	n	2	10
құнанорыс	n	0	8
қоритын	n	0	2
карфаген	n	9	38
қанипа	n	2	37
айа	v	2	0
тацит	n	4	25
кутузов	n	2	17
ходжент	n	0	19
бәйтік	n	8	27
қаражанбас	n	2	23
анатолия	n	0	19
йер	n	0	18
кембридж	n	0	14
сауытбек	n	3	14
төлегетай	n	2	16
петровский	n	0	12
зритель	n	2	9
қозыке	n	0	86
жүй	n	6	334
түбіжік	n	5	43
мыңбұлақ	n	3	45
рысқұл	n	6	38
долгополов	n	7	29
бөр	n	2	1010
самодержавие	n	0	52
сүйінғара	n	0	38
ахметбек	n	9	20
маңғыстаумұнайгаз	n	0	14
полтава	n	3	18
гоббс	n	0	22
несіпбек	n	5	16
сейтен	n	7	16
дәуқара	n	0	20
тілеуқабыл	n	5	11
досмұхамбетов	n	5	38
молдабек	n	3	12
раушанов	n	2	10
темірбай	n	6	14
закавказье	n	0	9
псков	n	2	11
стадия	n	6	33
бактрия	n	0	43
схематизм	n	6	30
төртуыл	n	4	42
мый	n	0	20
жағрапия	n	2	36
баутин	n	5	18
қалипа	n	0	31
танакөз	n	8	26
канцелярия	n	0	12
самархан	n	4	21
фикция	n	3	15
десятник	n	5	19
пәрман	n	0	9
мотивировка	n	4	18
андижан	n	0	15
сейітқұл	n	0	27
сергеевна	n	0	23
нұркен	n	3	22
иманасов	n	6	15
жантөрин	n	3	17
шерқала	n	0	18
тоқтағұл	n	3	12
жаулыбай	n	2	10
полицейский	n	2	10
тақырбас	n	5	11
махачкала	n	0	10
процес	n	414	881
ште	n	2	4
этногенез	n	2	39
ботинка	n	12	28
қособа	n	0	59
рюмке	n	12	29
қабыш	n	8	36
дәркембай	n	10	36
сало	n	0	15
андрусов	n	7	23
тыныбек	n	12	22
қанабек	n	2	20
парменид	n	2	24
досов	n	2	16
дьяков	n	6	14
хақан	n	4	15
гильгамеш	n	5	18
политбюро	n	0	20
княгиня	n	0	17
ұрдажық	n	0	9
комсорг	n	0	21
пұсырман	n	0	7
самодержавия	n	0	13
вышка	n	0	7
елшібек	n	0	9
төрежан	n	0	4
келімбет	n	3	9
қосшағыл	n	3	51
чертеж	n	12	32
балқия	n	2	42
есімхан	n	4	27
самарқант	n	2	26
шіңгіл	n	3	25
ясперс	n	4	23
рдеңе	n	0	15
ындыс	n	9	58
помпей	n	6	24
сарыкөл	n	3	17
надзиратель	n	2	17
айтқұл	n	2	16
ащысай	n	3	16
балуанияз	n	0	13
асфендияров	n	0	8
дәндібай	n	0	6
ермекбай	n	0	10
луговой	n	0	9
ориентация	n	0	6
выставка	n	2	5
жетпейд	n	0	1197
данқ	n	19	34
киг	n	4	13
рабле	n	2	28
моңғұл	n	6	35
афины	n	0	30
маңырақ	n	5	32
хохол	n	4	23
қарсақпай	n	3	24
фет	n	5	13
шәриф	n	0	18
иваныч	n	8	14
байжұма	n	0	21
көй	v	9	3
қоңырқұлжа	n	0	19
құмкент	n	0	19
қыземшек	n	6	11
наманган	n	0	17
бекбосын	n	0	10
симпатия	n	2	12
якорь	n	7	12
исфиджаб	n	0	5
площадка	n	0	6
рме	v	42	9
икон	n	14	59
кредо	n	12	51
кұрт	v	38	11
қашқария	n	0	47
рсе	n	0	8
жетісай	n	3	33
батыраш	n	6	27
оғуз	n	3	16
әмірсана	n	0	30
перізат	n	6	35
шеллинг	n	0	26
азнабай	n	0	22
екей	n	4	24
гостиница	n	0	18
императрица	n	0	19
катастрофа	n	0	19
нартайлақ	n	5	15
державин	n	0	20
йар	n	2	13
байтұрсын	n	4	17
сельсовет	n	5	23
пролетарий	n	2	27
қуанышбай	n	4	14
экспертиза	n	0	10
донской	n	3	11
александровна	n	0	10
терещенко	n	0	9
детдом	n	8	54
жеребцов	n	2	6
кемелхан	n	0	4
доскей	n	0	6
ншек	n	0	29
этнолог	n	2	26
христ	n	11	48
сфинкс	n	4	28
бәтіш	n	10	19
некаһ	n	5	8
солярка	n	2	23
зура	n	0	20
жиһангез	n	0	13
диккенс	n	5	16
қабылбек	n	3	18
каганович	n	3	15
шектібай	n	2	16
хайролла	n	0	15
жоламанов	n	4	8
петрарка	n	0	10
бекдаш	n	0	24
челябі	n	0	11
бердіғожин	n	2	4
особняк	n	0	12
публика	n	0	4
сыпат	n	22	64
сарта	v	19	0
ғай	v	1281	45
күман	n	5	13
евклид	n	4	35
отель	n	2	31
тұщыбек	n	2	28
кенжекей	n	11	30
куропаткин	n	5	28
ячейка	n	4	13
түрксиб	n	5	20
хорезмшах	n	2	21
поза	n	0	18
дионисий	n	3	23
қарашүңгіл	n	2	22
прообраз	n	0	21
анахарсис	n	5	20
жаманқұл	n	5	18
казачество	n	0	11
путевка	n	0	18
құмкөл	n	3	12
псевдоним	n	0	21
тютчев	n	0	17
сәлімжан	n	3	11
сенсация	n	0	13
прибалтика	n	0	10
нарманбет	n	6	12
антонина	n	0	8
көккөз	n	0	8
жұмеке	n	0	4
қасеке	n	0	4
пілте	n	12	19
сеанс	n	4	41
күнәһ	v	262	78
бейсеке	n	0	10
тұрфан	n	2	22
евангелие	n	0	21
птоломей	n	4	31
ұлбике	n	0	22
пьесе	n	0	13
сарықамыс	n	0	21
ломакин	n	2	20
фейербах	n	2	13
камалиденов	n	4	8
кенжеғұл	n	3	10
сарыөзен	n	0	8
шыртанов	n	0	9
куманикус	n	2	9
тойшыбек	n	2	5
уәй	n	0	40
сұқбат	n	0	8
өтек	n	0	9
ригведа	n	0	40
ақбөпе	n	5	32
атаке	n	0	5
скандинав	n	0	21
аманқұл	n	8	19
фортепиано	n	0	28
көктоғай	n	7	24
гоминдан	n	2	19
еврипид	n	4	20
шеризат	n	6	24
рзаханов	n	2	11
йыл	n	7	12
саржомарт	n	0	12
йассауи	n	3	16
аштархан	n	4	12
карутц	n	0	9
қарамолда	n	0	11
сарыүйсін	n	0	8
төреқұл	n	3	7
кешубай	n	2	9
қыздарбек	n	0	9
чернигов	n	0	9
столба	n	0	4
қалмырза	n	2	5
комбинация	n	5	70
стрит	n	6	38
күләй	n	2	27
манихей	n	0	33
дуров	n	7	25
рукин	n	12	24
дүйсеке	n	0	8
дюркгейм	n	2	29
пружина	n	4	20
афродита	n	2	31
гуссерль	n	4	29
скептик	n	0	19
шалкөде	n	0	27
кертөбел	n	10	20
тойнби	n	4	19
сайлаубек	n	4	17
бергсон	n	0	22
талдыбұлақ	n	0	18
сиясат	n	6	22
жұң	n	3	11
келмембет	n	9	26
пастернак	n	2	13
ватерлоо	n	0	12
коробка	n	3	9
мицкевич	n	2	11
римлян	n	0	4
мақтаарал	n	2	12
мефистофель	n	0	14
сарқант	n	0	13
якобсон	n	0	10
дәулетбек	n	3	8
қырымқұл	n	2	11
расин	n	2	9
сасықкөл	n	0	4
бейсана	n	0	25
қайынаға	n	4	31
қален	n	4	32
саптаяқ	n	6	34
аналитика	n	0	112
қасырет	n	6	32
изм	n	0	14
шыңжан	n	2	21
жұфұт	n	0	18
халдун	n	0	20
йын	n	4	8
крон	n	17	28
яксарт	n	4	9
қыдырқожа	n	0	22
стендаль	n	5	26
дайырқожа	n	0	21
санчо	n	0	16
ильясов	n	0	5
бердіқұлов	n	0	16
комфорт	n	3	11
жанбике	n	0	15
төлеубек	n	5	10
махабхарата	n	0	10
шойынқұлақ	n	4	10
синьцзян	n	0	10
гудогі	n	0	8
шуманақ	n	0	12
османлы	n	0	13
байболов	n	0	6
найзабек	n	2	7
сағынғалиев	n	0	15
зеравшан	n	2	6
қарымсақов	n	0	7
колокол	n	0	7
наместник	v	3	0
скамейка	n	0	75
максима	n	3	40
стил	n	6	282
жоғ	n	4	678
статика	n	0	105
шахнама	n	6	39
евангелия	n	0	21
плотин	n	11	43
беседка	n	0	32
половец	n	0	21
речитатив	n	8	23
ғамзатов	n	5	22
ява	n	0	20
халха	n	0	18
котелок	n	7	18
княжна	n	0	16
қоскөл	n	0	21
майтөбе	n	0	23
сақара	n	0	24
ниса	n	0	9
байсалбай	n	2	21
жылыбұлақ	n	0	18
бадыров	n	2	11
жылқайдаров	n	3	14
хашим	n	5	14
әлниязов	n	5	14
мәтен	n	2	10
дәлелхан	n	4	16
неруда	n	0	15
петька	n	0	13
ілиясов	n	0	7
парпария	n	0	13
спекуляция	n	0	8
естеміс	n	7	18
қожамқұл	n	4	9
шөмішбай	n	2	10
бәдіғұлжамал	n	4	8
скобелев	n	2	12
клочков	n	0	9
кузьма	n	0	11
ликург	n	2	19
курляндия	n	0	8
михайловский	n	2	10
ришелье	n	0	10
тарланбоз	n	2	5
тәтімов	n	0	14
корчагин	n	3	6
қазымбет	n	2	13
бижанов	n	0	6
меңдекеш	n	2	5
текс	n	222	349
спарта	n	0	59
иезуит	n	0	41
тасбұлақ	n	0	42
шөңке	n	4	31
руссия	n	0	32
тастөбе	n	0	29
қартқожа	n	0	30
лавка	n	2	18
офис	n	0	21
герцогиня	n	0	28
жанкент	n	5	20
мамырбек	n	2	18
өкіреш	n	0	10
пәш	n	0	3
сириус	n	4	17
несториан	n	0	26
сорбонна	n	0	15
аристофан	n	0	12
қартқожақ	n	0	12
риккерт	n	2	12
шынай	n	0	923
мичурин	n	0	11
сәтбек	n	4	9
яровая	n	0	6
андреевна	n	0	12
костылецкий	n	0	12
малиновский	n	0	12
подрядчик	n	4	7
хүсейін	n	4	8
құлнияз	n	2	7
сизиф	n	2	7
мейрамбек	n	2	6
телерадио	n	0	6
кеңарал	n	0	6
көктүрік	n	2	32
жүке	n	0	4
қызымет	n	2	23
қөңіл	n	8	37
марқая	v	19	2
русия	n	0	35
бозұғлан	n	7	21
байшыкеш	n	0	17
бәйт	n	3	12
ақмет	n	8	19
плитка	n	4	22
төбекөз	n	8	23
аллақұл	n	4	29
параход	n	0	25
пенс	n	3	19
шоңмұрын	n	0	20
рибе	n	0	11
зейд	n	4	19
үштөбе	n	0	23
алмамбет	n	11	23
ника	n	0	7
мыр	n	3	66
семетей	n	6	19
телғара	n	0	15
аккад	n	0	8
бәлшебек	n	2	13
деникин	n	3	12
тілеуқабақ	n	2	13
ергенеқон	n	0	9
практикант	n	0	3
ақшолақов	n	2	6
хинган	n	0	6
ахметович	v	6	4
ьібырай	n	0	12
григорян	n	3	9
гришка	n	0	10
алексейчик	n	2	7
көрпебай	n	0	9
шынқожа	n	0	7
ьістық	n	0	5
пуговицы	n	0	2
лте	v	21	0
құреке	n	0	3
жауғаш	v	32	14
шән	n	7	24
слободка	n	2	25
ақмыш	n	0	22
тәшкент	n	4	22
сема	n	4	17
деррида	n	0	27
жиенқұл	n	5	19
пәлсафа	n	4	25
индивидум	n	2	12
сунна	n	0	16
эмпедокл	n	5	20
құттықия	n	0	22
дүтбай	n	0	21
шашлық	n	4	13
бальмонт	n	4	9
жантурин	n	2	13
қоңырбике	n	0	14
гес	v	9	2
аналитик	n	2	9
верещагин	n	2	11
қиынов	n	2	9
мәмбетнияз	n	3	8
мықтыбай	n	3	11
ақкөбік	v	3	2
бондаренко	n	0	10
коншин	n	0	10
қызыларай	n	0	10
башкирия	n	0	9
қосөзен	n	0	6
проходка	n	0	6
кенесарин	n	2	7
қаратүлей	n	0	8
рошаль	n	0	11
сәбе	n	0	4
асс	n	0	18
маңлай	n	0	18
алт	n	4	2126
педучилище	n	5	28
эрмитаж	n	2	38
штрек	n	5	33
фор	n	24	72
корсика	n	0	19
афин	n	2	54
иудея	n	0	27
адамилық	n	6	19
оғызнама	n	0	25
тотынама	n	2	20
еретик	n	0	10
яса	n	0	14
перчатка	v	8	3
понт	n	0	10
бәдіғұл	n	4	14
мақтарал	n	4	14
күлпаш	n	3	16
присяжный	n	0	6
симбиоз	n	0	11
строс	n	9	16
дильтей	n	0	14
ксенофонт	n	0	13
раевский	n	2	13
шухов	n	0	10
маэстро	n	0	12
өлгий	n	0	12
татищев	n	2	12
армстронг	n	2	6
саламатов	n	2	5
хұсейін	n	6	9
жанболатова	n	0	10
измайлов	n	2	3
құрамысов	n	2	8
чичерин	n	3	7
бакунин	n	0	9
дөрбілжін	n	0	8
ойқұдық	n	0	6
тәуірбай	n	0	8
банзаров	n	0	4
шельф	v	3	0
шұбарағаш	n	0	4
эмбрион	n	2	4
шкап	n	5	39
кұл	n	3	17
нұрке	n	0	11
озал	n	8	50
қоблан	v	39	4
стрелец	n	0	15
бурбон	n	0	21
горчаков	n	2	24
македон	n	0	18
утемисов	n	3	5
фуражке	n	6	11
мұсеке	n	0	15
секундант	n	0	17
энеолит	n	0	22
тәти	n	6	18
жолмұрат	n	0	25
һәмме	n	6	25
йол	n	0	20
лім	n	4	11
кромвель	n	2	18
шэн	n	4	10
қостөбе	n	0	17
досмухамбетов	v	7	3
қарауылқожа	n	0	17
петефи	n	3	14
гутковский	n	2	14
құладүз	n	3	9
күлшат	n	0	16
пенни	n	2	10
мәмбетей	n	0	15
сезінбес	n	0	10
ургенч	n	0	3
шахрух	n	0	11
қайрош	n	4	9
цинизм	n	0	13
каменка	n	0	10
телікөл	n	2	10
қызбел	n	0	6
жолдасов	n	0	6
противогаз	v	3	2
раскольников	n	2	8
әскербек	n	2	5
фейерверк	n	0	3
освальд	n	2	4
фак	v	278	104
біті	n	30	47
көнш	v	33	17
үйық	n	0	30
тте	v	8	0
қасқара	v	26	0
эфталит	n	2	24
жужан	n	3	20
карамазов	n	3	25
алта	v	322	7
галлия	n	0	29
воевода	n	0	15
трансценденция	n	0	25
өсеке	n	0	6
догматика	n	5	52
баршагүл	n	5	19
көкдауыл	n	4	23
басыра	n	0	18
елдімекен	n	2	5
йүз	n	0	9
гласный	n	0	5
эвклид	n	0	19
раджа	n	0	12
түке	v	4	2
қарақыстақ	n	2	13
жүзтайлақ	n	4	10
бурылтоғай	n	2	11
тихомиров	n	0	7
тәрбия	n	2	7
құтайба	n	2	11
посейдон	n	0	12
кордова	n	0	10
қоржынкөл	n	0	10
қожақұл	n	0	9
дмитриевна	n	0	8
қағазов	n	2	6
батуми	n	0	7
сарытоғай	n	0	4
тиыл	v	326	9
нбе	v	45	11
әбе	n	15	84
күмәнда	v	3	0
спе	v	29	11
күна	n	6	35
арғықазақ	n	0	36
сыйпат	n	6	26
пет	v	27	4
қарой	n	4	27
медина	n	0	30
сөзле	v	9	2
кушетка	n	0	27
эфиоп	n	0	17
патриций	n	0	22
якоби	n	2	3
лын	n	0	6
коляска	n	4	12
теңбілкөк	n	8	12
участогі	n	0	6
ханқожа	n	2	15
кебекбай	n	2	19
кеңқияқ	n	2	13
анахита	n	0	18
назымбек	n	3	11
бименде	n	0	16
земарх	n	3	9
конфиске	n	0	18
матильда	n	0	16
ашхабат	n	0	13
дубский	n	4	15
нагасаки	n	0	13
остроумов	n	0	7
сальери	n	2	12
совнархоз	n	2	12
нұрмолда	n	0	13
обломов	n	2	7
саквояж	n	2	5
тынянов	n	0	7
этномәдениет	n	2	15
бекбауыл	n	2	10
бабырнама	n	0	12
урусов	n	0	7
айбасов	n	0	6
бердіқұл	n	2	9
абылайханов	n	3	7
рудзутак	n	2	8
юечжи	n	0	2
мырзақұл	n	0	9
сейсеке	n	0	6
байсиық	n	0	8
констебль	n	2	6
мүслима	n	0	8
ьісқақ	n	3	5
әтембек	n	0	7
эренбург	n	0	7
клас	n	375	930
ғабе	n	0	7
мұрад	n	0	84
тәңірие	n	4	38
детерминация	n	2	37
мачта	n	3	44
скв	v	17	0
качалка	n	0	38
қанеке	n	0	2
юэчжи	n	0	13
әдеке	n	0	2
исседон	n	0	19
қарақытай	n	3	10
сәрсеке	n	0	10
хол	n	4	28
педсовет	n	0	31
корзина	n	4	22
савромат	n	0	14
колонка	n	0	23
ельцин	n	3	22
үндіеуропа	n	0	13
гасфорт	n	2	15
ниневия	n	0	22
конъюнктура	n	3	26
сорқұдық	n	0	21
константа	n	0	8
орынтақ	n	3	17
шүбһә	n	2	11
мейрамхан	n	3	11
бенарес	n	0	18
сосиска	n	2	8
лыс	n	4	8
әйтиев	n	4	13
әбілтай	n	3	16
төлеев	n	4	12
есімжан	n	4	12
православ	n	2	13
кангха	n	0	12
смольный	n	0	11
суықтөбе	n	0	14
халтурщик	n	0	3
хуанди	n	0	20
азынабай	n	2	13
витгенштейн	n	2	8
дәуренбек	n	3	10
каутский	n	0	9
кропоткин	n	2	11
қодарқұл	n	3	8
садвакасов	v	4	2
бейнеубай	n	0	12
қалығұл	n	2	10
панталон	n	0	21
испиджаб	n	3	8
ардвисура	n	0	10
веревкин	n	0	9
жанқылыш	n	3	7
калигула	n	0	10
малларме	n	0	10
кенжегүл	n	2	7
линейка	n	0	7
лотарингия	n	0	6
маленков	v	5	2
мұзбел	n	0	9
мыңтөбе	n	0	9
сияуыш	n	2	7
үшқұдық	n	0	9
ақкетік	n	0	8
беймүмкін	n	0	2
борисфен	n	0	6
извозчик	n	0	6
құлшығаш	n	2	6
тепеңкөк	n	2	6
царицын	n	0	6
шаляпин	n	2	6
жаңадария	n	0	7
ионов	n	0	4
маевский	n	0	5
рахматуллин	n	0	8
лме	v	74	0
өлг	n	4	107
мағна	n	26	55
ғауаз	n	5	28
сегмент	n	6	23
медал	n	3	74
фива	n	0	22
үндіиран	n	0	18
қашғария	n	0	24
үндіарий	n	0	24
халком	n	0	16
қабен	n	7	22
бозтөбе	n	2	19
даса	n	0	10
кәнпеске	n	0	12
қараханид	n	0	22
жаллат	n	0	9
маян	n	4	71
балашов	n	2	10
фразеологизм	n	2	44
психоаналитик	n	0	17
слобода	n	2	14
алшыораз	n	5	12
героика	n	2	15
